Map,Team,InvestmentLevel,RoundId,LogEquipmentRatio,EquipmentSpread,AssaultRifleShare,SniperRifleShare,HeavyShare,SMGShare,PistolShare,RifleAdvantage,PistolDisadvantage,HasPreviousRound,PrevTeamEquipmentValue,PrevOpponentEquipmentValue,PrevEquipmentAdvantage,RollingEquipmentAdvantageLast3,RollingInvestmentLast3,RollingOpponentInvestmentLast3,PrevRoundWin,RollingWinrateLast3,PrevRoundKills,RollingKillsLast3,EquipmentDeltaFromPrevRound,AdvantageDeltaFromPrevRound,RoundWinnerNum_real
de_mirage,Terrorist,Inversion media,1,2.7128126422665693,2600,1.0,0.0,0.0,0.0,0.0,0.8,-0.8,0,,,,,,,,,,,,,1
de_mirage,Terrorist,Compra alta,5,-0.11193664745417564,2150,0.8,0.2,0.0,0.0,0.0,0.20000000000000007,0.0,1,25450.0,1300.0,24150.0,14316.666666666666,22166.666666666668,7850.0,0.0,0.0,5.0,5.0,300.0,-27200.0,1
de_mirage,Terrorist,Compra alta,9,0.0196849000249113,2150,0.8,0.2,0.0,0.0,0.0,-0.19999999999999996,0.0,1,25650.0,5100.0,20550.0,4100.0,25250.0,21150.0,0.0,0.0,5.0,4.333333333333333,0.0,-20050.0,1
de_mirage,Terrorist,Inversion media,2,2.713244076771397,4600,0.8,0.0,0.0,0.0,0.2,0.8,-0.8,1,18100.0,1200.0,16900.0,16900.0,18100.0,1200.0,1.0,1.0,5.0,5.0,-1500.0,-1400.0,0
de_mirage,Terrorist,Compra alta,3,0.14498392918157066,2850,0.804083885209713,0.19591611479028698,0.0,0.0,0.0,0.004083885209712923,0.0,1,16600.0,1100.0,15500.0,16200.0,17350.0,1150.0,0.0,0.5,5.0,5.0,7850.0,-12200.0,0
de_mirage,Terrorist,Compra alta,4,2.97362183542507,2350,0.8,0.2,0.0,0.0,0.0,0.4,-0.6,1,24450.0,21150.0,3300.0,11900.0,19716.666666666668,7816.666666666667,0.0,0.3333333333333333,5.0,5.0,1000.0,20850.0,0
